0,1,2,session,policy_area,party,state
0.0078,0.0229,0.013,114,Education,Democratic,RI
0,0.0163,0.009,114,Taxation,Democratic,RI
0.0413,0.0229,0.0333,114,Health,Democratic,RI
0.0477,0.0229,0.0365,114,Public Lands and Natural Resources,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0413,0.0229,0.0333,114,Health,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0413,0.0229,0.0333,114,Health,Democratic,RI
0.006,0.0229,0.0118,114,Labor and Employment,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0413,0.0229,0.0333,114,Health,Democratic,RI
0.0509,0.0229,0.0391,114,Immigration,Democratic,RI
0.0723,0.0229,0.0534,114,Armed Forces and National Security,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0197,0.0229,0.0198,114,Housing and Community Development,Democratic,RI
0.0197,0.0229,0.0198,114,Housing and Community Development,Democratic,RI
0.0223,0.0229,0.0215,114,Water Resources Development,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0154,0.0229,0.0169,114,Energy,Democratic,RI
0.006,0.0229,0.0118,114,Labor and Employment,Democratic,RI
0.1073,0.0229,0.0848,114,"Arts, Culture, Religion",Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.1283,0.0538,0.0969,114,Government Operations and Politics,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0,0.0163,0.009,114,Taxation,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0078,0.0229,0.013,114,Education,Democratic,RI
0.0116,0.0229,0.0151,114,Finance and Financial Sector,Democratic,RI
0.0413,0.0229,0.0333,114,Health,Democratic,RI
0.0611,0.0229,0.048,114,Crime and Law Enforcement,Democratic,RI
0.0153,0.0204,0.0246,115,Armed Forces and National Security,Democratic,RI
0.0023,0.0204,0.0068,115,Finance and Financial Sector,Democratic,RI
0.0153,0.0204,0.0246,115,Armed Forces and National Security,Democratic,RI
0.0012,0.0204,0.0053,115,Labor and Employment,Democratic,RI
0.0016,0.0204,0.0059,115,Education,Democratic,RI
0.0016,0.0204,0.0059,115,Education,Democratic,RI
0.0286,0.0483,0.0457,115,Government Operations and Politics,Democratic,RI
0.0066,0.0204,0.0123,115,Commerce,Democratic,RI
0.0016,0.0204,0.0059,115,Education,Democratic,RI
0.0085,0.0204,0.0152,115,Health,Democratic,RI
0.0023,0.0204,0.0068,115,Finance and Financial Sector,Democratic,RI
0.0023,0.0204,0.0068,115,Finance and Financial Sector,Democratic,RI
0.004,0.0204,0.009,115,Housing and Community Development,Democratic,RI
0.0023,0.0204,0.0068,115,Finance and Financial Sector,Democratic,RI
0,0.0146,0.004,115,Taxation,Democratic,RI
0,0.0146,0.004,115,Taxation,Democratic,RI
0,0.0204,0.0052,115,None reported,Democratic,RI
0.0142,0.0229,0.0146,113,Immigration,Democratic,NV
0.0047,0.0229,0.0106,113,Agriculture and Food,Democratic,NV
0.0133,0.0229,0.0136,113,Public Lands and Natural Resources,Democratic,NV
0.008,0.0229,0.0094,113,Economics and Public Finance,Democratic,NV
0.0439,0.0252,0.0392,113,Native Americans,Democratic,NV
0,0.0163,0.0033,113,Taxation,Democratic,NV
0.0172,0.0229,0.018,113,Crime and Law Enforcement,Democratic,NV
0.0206,0.0229,0.0201,113,Armed Forces and National Security,Democratic,NV
0.0439,0.0252,0.0392,113,Native Americans,Democratic,NV
0.0439,0.0252,0.0392,113,Native Americans,Democratic,NV
0.0133,0.0229,0.0136,113,Public Lands and Natural Resources,Democratic,NV
0.0021,0.0229,0.0048,113,Education,Democratic,NV
0.0133,0.0229,0.0136,113,Public Lands and Natural Resources,Democratic,NV
0.0133,0.0229,0.0136,113,Public Lands and Natural Resources,Democratic,NV
0.008,0.0229,0.0094,113,Economics and Public Finance,Democratic,NV
0.0172,0.0229,0.018,113,Crime and Law Enforcement,Democratic,NV
0.0206,0.0229,0.0201,113,Armed Forces and National Security,Democratic,NV
0.0172,0.0229,0.018,113,Crime and Law Enforcement,Democratic,NV
0.0169,0.0229,0.0172,113,"Science, Technology, Communications",Democratic,NV
0.0382,0.0538,0.0375,113,Government Operations and Politics,Democratic,NV
0.008,0.0229,0.0094,113,Economics and Public Finance,Democratic,NV
0,0.0163,0.0033,113,Taxation,Democratic,NV
0.0382,0.0538,0.0375,113,Government Operations and Politics,Democratic,NV
0.0133,0.0229,0.0136,113,Public Lands and Natural Resources,Democratic,NV
0.0418,0.0247,0.0449,113,International Affairs,Democratic,NV
0.0169,0.0229,0.0205,114,Crime and Law Enforcement,Democratic,NV
0.0431,0.0252,0.0444,114,Native Americans,Democratic,NV
0.0041,0.0229,0.0071,114,Energy,Democratic,NV
0.0131,0.0229,0.0155,114,Public Lands and Natural Resources,Democratic,NV
0.0431,0.0252,0.0444,114,Native Americans,Democratic,NV
0.0131,0.0229,0.0155,114,Public Lands and Natural Resources,Democratic,NV
0.0211,0.0247,0.0262,114,International Affairs,Democratic,NV
0.016,0.0229,0.0178,114,Families,Democratic,NV
0.014,0.0229,0.0166,114,Immigration,Democratic,NV
0.0202,0.0229,0.0228,114,Armed Forces and National Security,Democratic,NV
0.0567,0.0268,0.0617,114,Congress,Democratic,NV
0.006,0.0229,0.009,114,Water Resources Development,Democratic,NV
0.0567,0.0268,0.0617,114,Congress,Democratic,NV
0.0211,0.0247,0.0262,114,International Affairs,Democratic,NV
0.0211,0.0247,0.0262,114,International Affairs,Democratic,NV
0.0431,0.0252,0.0444,114,Native Americans,Democratic,NV
0.0051,0.0229,0.008,114,Environmental Protection,Democratic,NV
0.015,0.0229,0.0165,113,Health,Republican,KS
0,0.0163,0.0044,113,Taxation,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.0061,0.0229,0.0142,113,Agriculture and Food,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.0495,0.0538,0.0496,113,Government Operations and Politics,Republican,KS
0,0.0163,0.0044,113,Taxation,Republican,KS
0.0028,0.0229,0.0064,113,Education,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.0495,0.0538,0.0496,113,Government Operations and Politics,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.0041,0.0229,0.0074,113,Finance and Financial Sector,Republican,KS
0.0061,0.0229,0.0142,113,Agriculture and Food,Republican,KS
0.021,0.0229,0.0217,113,Transportation and Public Works,Republican,KS
0.0061,0.0229,0.0142,113,Agriculture and Food,Republican,KS
0.0225,0.0229,0.0239,113,Crime and Law Enforcement,Republican,KS
0.021,0.0229,0.0217,113,Transportation and Public Works,Republican,KS
0.0495,0.0538,0.0496,113,Government Operations and Politics,Republican,KS
0.0495,0.0538,0.0496,113,Government Operations and Politics,Republican,KS
0.015,0.0229,0.0165,113,Health,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.01,0.0241,0.0207,114,Agriculture and Food,Republican,KS
0.0068,0.0241,0.0108,114,Finance and Financial Sector,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0.0791,0.0567,0.0713,114,Government Operations and Politics,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.0341,0.0241,0.0315,114,Transportation and Public Works,Republican,KS
0.0046,0.0241,0.0094,114,Education,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0.0035,0.0241,0.0084,114,Labor and Employment,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.01,0.0241,0.0207,114,Agriculture and Food,Republican,KS
0.0366,0.0241,0.0348,114,Crime and Law Enforcement,Republican,KS
0.0068,0.0241,0.0108,114,Finance and Financial Sector,Republican,KS
0.0791,0.0567,0.0713,114,Government Operations and Politics,Republican,KS
0.0284,0.0241,0.0264,114,Public Lands and Natural Resources,Republican,KS
0.01,0.0241,0.0207,114,Agriculture and Food,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.0341,0.0241,0.0315,114,Transportation and Public Works,Republican,KS
0,0.0172,0.0064,114,Taxation,Republican,KS
0.0245,0.0241,0.0241,114,Health,Republican,KS
0.0068,0.0241,0.0108,114,Finance and Financial Sector,Republican,KS
0.0112,0.0204,0.011,115,Public Lands and Natural Resources,Republican,KS
0.0112,0.0204,0.011,115,Public Lands and Natural Resources,Republican,KS
0.0097,0.0204,0.0101,115,Health,Republican,KS
0.0097,0.0204,0.0101,115,Health,Republican,KS
0,0.0146,0.0027,115,Taxation,Republican,KS
0.0491,0.024,0.0447,115,Congress,Republican,KS
0.0097,0.0204,0.0101,115,Health,Republican,KS
0.0323,0.0483,0.0306,115,Government Operations and Politics,Republican,KS
0.0325,0.0204,0.0311,115,Emergency Management,Republican,KS
0,0.0146,0.0027,115,Taxation,Republican,KS
0.0323,0.0483,0.0306,115,Government Operations and Politics,Republican,KS
0,0.0146,0.0027,115,Taxation,Republican,KS
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0139,0.0229,0.0131,113,Commerce,Democratic,WV
0.025,0.0229,0.0211,113,Transportation and Public Works,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.0026,0.0229,0.0056,113,Labor and Employment,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0075,0.0229,0.0088,113,Social Welfare,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0207,0.0229,0.0176,113,Public Lands and Natural Resources,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.0254,0.0229,0.0202,113,Families,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0139,0.0229,0.0131,113,Commerce,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.0139,0.0229,0.0131,113,Commerce,Democratic,WV
0.025,0.0229,0.0211,113,Transportation and Public Works,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.0066,0.0229,0.0081,113,Energy,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0049,0.0229,0.0072,113,Finance and Financial Sector,Democratic,WV
0.0872,0.0229,0.0646,113,Sports and Recreation,Democratic,WV
0.0026,0.0229,0.0056,113,Labor and Employment,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.025,0.0229,0.0211,113,Transportation and Public Works,Democratic,WV
0.0207,0.0229,0.0176,113,Public Lands and Natural Resources,Democratic,WV
0.0207,0.0229,0.0176,113,Public Lands and Natural Resources,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0.025,0.0229,0.0211,113,Transportation and Public Works,Democratic,WV
0.0262,0.0229,0.0223,113,"Science, Technology, Communications",Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0124,0.0229,0.0122,113,Economics and Public Finance,Democratic,WV
0,0.0163,0.0043,113,Taxation,Democratic,WV
0.0139,0.0229,0.0131,113,Commerce,Democratic,WV
0.0066,0.0229,0.0081,113,Energy,Democratic,WV
0.0179,0.0229,0.0161,113,Health,Democratic,WV
0.0026,0.0229,0.0056,113,Labor and Employment,Democratic,WV
0.026,0.0229,0.024,113,Public Lands and Natural Resources,Republican,ID
0.0417,0.0247,0.0403,113,International Affairs,Republican,ID
0.04,0.0229,0.0353,113,Armed Forces and National Security,Republican,ID
0.0417,0.0247,0.0403,113,International Affairs,Republican,ID
0.0032,0.0229,0.0077,113,Labor and Employment,Republican,ID
0.026,0.0229,0.024,113,Public Lands and Natural Resources,Republican,ID
0.0083,0.0229,0.011,113,Energy,Republican,ID
0.0083,0.0229,0.011,113,Energy,Republican,ID
0.0175,0.0229,0.0178,113,Commerce,Republican,ID
0.0284,0.0241,0.0259,114,Commerce,Republican,ID
0.0284,0.0241,0.0259,114,Commerce,Republican,ID
0.1147,0.0567,0.0927,114,Government Operations and Politics,Republican,ID
0.0136,0.0241,0.0161,114,Energy,Republican,ID
0.0136,0.0241,0.0161,114,Energy,Republican,ID
0.1147,0.0567,0.0927,114,Government Operations and Politics,Republican,ID
0.0136,0.0241,0.0161,114,Energy,Republican,ID
0.0053,0.0241,0.0112,114,Labor and Employment,Republican,ID
0.0136,0.0241,0.0161,114,Energy,Republican,ID
0.0422,0.0241,0.0349,114,Public Lands and Natural Resources,Republican,ID
0.0422,0.0241,0.0349,114,Public Lands and Natural Resources,Republican,ID
0.0422,0.0241,0.0349,114,Public Lands and Natural Resources,Republican,ID
0.0284,0.0241,0.0259,114,Commerce,Republican,ID
0.0422,0.0241,0.0349,114,Public Lands and Natural Resources,Republican,ID
0.0053,0.0241,0.0112,114,Labor and Employment,Republican,ID
0.0113,0.0204,0.0108,115,Commerce,Republican,ID
0.0113,0.0204,0.0108,115,Commerce,Republican,ID
0.048,0.0483,0.0404,115,Government Operations and Politics,Republican,ID
0.0169,0.0204,0.0147,115,Public Lands and Natural Resources,Republican,ID
0,0.0204,0.0034,115,Animals,Republican,ID
0.0113,0.0204,0.0108,115,Commerce,Republican,ID
0.0113,0.0204,0.0108,115,Commerce,Republican,ID
0,0.0204,0.0034,115,Animals,Republican,ID
0.0169,0.0204,0.0147,115,Public Lands and Natural Resources,Republican,ID
0.0021,0.0204,0.0046,115,Labor and Employment,Republican,ID
0.0021,0.0204,0.0046,115,Labor and Employment,Republican,ID
0,0.0163,0.0059,113,Taxation,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0032,0.0229,0.0077,113,Labor and Employment,Republican,FL
0.0225,0.0229,0.022,113,Health,Republican,FL
0.0225,0.0229,0.022,113,Health,Republican,FL
0.0225,0.0229,0.022,113,Health,Republican,FL
0.0094,0.0229,0.012,113,Social Welfare,Republican,FL
0.04,0.0229,0.0355,113,Armed Forces and National Security,Republican,FL
0.0729,0.0538,0.0654,113,Government Operations and Politics,Republican,FL
0.0729,0.0538,0.0654,113,Government Operations and Politics,Republican,FL
0.0225,0.0229,0.022,113,Health,Republican,FL
0,0.0163,0.0059,113,Taxation,Republican,FL
0.0094,0.0229,0.012,113,Social Welfare,Republican,FL
0.0329,0.0229,0.0304,113,"Science, Technology, Communications",Republican,FL
0.0329,0.0229,0.0304,113,"Science, Technology, Communications",Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0418,0.0247,0.0406,113,International Affairs,Republican,FL
0.0261,0.0229,0.0241,113,Public Lands and Natural Resources,Republican,FL
0.0103,0.0229,0.0126,113,Environmental Protection,Republican,FL
0.0279,0.0229,0.0258,113,Immigration,Republican,FL
0,0.0163,0.0059,113,Taxation,Republican,FL
0.0336,0.0229,0.0318,113,Crime and Law Enforcement,Republican,FL
0.0157,0.0229,0.0167,113,Economics and Public Finance,Republican,FL
0,0.0163,0.0059,113,Taxation,Republican,FL
0.0175,0.0229,0.0179,113,Commerce,Republican,FL
0.0729,0.0538,0.0654,113,Government Operations and Politics,Republican,FL
0.0157,0.0229,0.0167,113,Economics and Public Finance,Republican,FL
0.0336,0.0229,0.0318,113,Crime and Law Enforcement,Republican,FL
0,0.0163,0.0117,113,Taxation,Republican,FL
0.0539,0.0229,0.0503,113,Immigration,Republican,FL
0.0642,0.0241,0.0513,114,Armed Forces and National Security,Republican,FL
0.0365,0.0241,0.032,114,Health,Republican,FL
0.0197,0.0241,0.0206,114,Water Resources Development,Republican,FL
0.0531,0.0241,0.044,114,"Science, Technology, Communications",Republican,FL
0.0422,0.0241,0.0351,114,Public Lands and Natural Resources,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0531,0.0241,0.044,114,"Science, Technology, Communications",Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0069,0.0241,0.0125,114,Education,Republican,FL
0.0451,0.0241,0.0375,114,Immigration,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0,0.0241,0.0085,114,Foreign Trade and International Finance,Republican,FL
0.0642,0.0241,0.0513,114,Armed Forces and National Security,Republican,FL
0.1154,0.0241,0.0946,114,Emergency Management,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0,0.0241,0.0085,114,Foreign Trade and International Finance,Republican,FL
0.0507,0.0241,0.0418,114,Transportation and Public Works,Republican,FL
0.0642,0.0241,0.0513,114,Armed Forces and National Security,Republican,FL
0.0285,0.0241,0.0261,114,Commerce,Republican,FL
0.0365,0.0241,0.032,114,Health,Republican,FL
0.0542,0.0241,0.0461,114,Crime and Law Enforcement,Republican,FL
0.0642,0.0241,0.0513,114,Armed Forces and National Security,Republican,FL
0.0069,0.0241,0.0125,114,Education,Republican,FL
0.0542,0.0241,0.0461,114,Crime and Law Enforcement,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0173,0.0241,0.019,114,Housing and Community Development,Republican,FL
0,0.0172,0.0086,114,Taxation,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0053,0.0241,0.0113,114,Labor and Employment,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0507,0.0241,0.0418,114,Transportation and Public Works,Republican,FL
0.0542,0.0241,0.0461,114,Crime and Law Enforcement,Republican,FL
0.0531,0.0241,0.044,114,"Science, Technology, Communications",Republican,FL
0.0102,0.0241,0.0145,114,Finance and Financial Sector,Republican,FL
0.0053,0.0241,0.0113,114,Labor and Employment,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0.0531,0.0241,0.044,114,"Science, Technology, Communications",Republican,FL
0,0.0172,0.0086,114,Taxation,Republican,FL
0.0256,0.0241,0.0243,114,Economics and Public Finance,Republican,FL
0.0154,0.0241,0.0176,114,Social Welfare,Republican,FL
0.0422,0.0241,0.0351,114,Public Lands and Natural Resources,Republican,FL
0.067,0.0261,0.0585,114,International Affairs,Republican,FL
0,0.0172,0.0086,114,Taxation,Republican,FL
0,0.0172,0.0086,114,Taxation,Republican,FL
0.0542,0.0241,0.0461,114,Crime and Law Enforcement,Republican,FL
0,0.0261,0.0129,114,International Affairs,Republican,FL
0.0053,0.0204,0.0067,115,Energy,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0169,0.0204,0.0147,115,Public Lands and Natural Resources,Republican,FL
0.026,0.0204,0.0218,115,Armed Forces and National Security,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0,0.0204,0.0037,115,Law,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0145,0.0204,0.0134,115,Health,Republican,FL
0,0.0146,0.0036,115,Taxation,Republican,FL
0.0027,0.0204,0.0052,115,Education,Republican,FL
0.0218,0.0204,0.0195,115,Crime and Law Enforcement,Republican,FL
0.0218,0.0204,0.0195,115,Crime and Law Enforcement,Republican,FL
0.026,0.0204,0.0218,115,Armed Forces and National Security,Republican,FL
0.0113,0.0204,0.0109,115,Commerce,Republican,FL
0.0021,0.0204,0.0047,115,Labor and Employment,Republican,FL
0,0.0146,0.0036,115,Taxation,Republican,FL
0,0.0146,0.0036,115,Taxation,Republican,FL
0.0061,0.0204,0.0073,115,Social Welfare,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.004,0.0204,0.006,115,Finance and Financial Sector,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0068,0.0204,0.0079,115,Housing and Community Development,Republican,FL
0.0214,0.0204,0.0186,115,"Science, Technology, Communications",Republican,FL
0.0218,0.0204,0.0195,115,Crime and Law Enforcement,Republican,FL
0.0483,0.0204,0.0412,115,Emergency Management,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.004,0.0204,0.006,115,Finance and Financial Sector,Republican,FL
0.048,0.0483,0.0406,115,Government Operations and Politics,Republican,FL
0.0169,0.0204,0.0147,115,Public Lands and Natural Resources,Republican,FL
0.048,0.0483,0.0406,115,Government Operations and Politics,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0113,0.0204,0.0109,115,Commerce,Republican,FL
0.0218,0.0204,0.0195,115,Crime and Law Enforcement,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0078,0.0204,0.0086,115,Water Resources Development,Republican,FL
0.0021,0.0204,0.0047,115,Labor and Employment,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.048,0.0483,0.0406,115,Government Operations and Politics,Republican,FL
0,0.0146,0.0036,115,Taxation,Republican,FL
0.0145,0.0204,0.0134,115,Health,Republican,FL
0.026,0.0204,0.0218,115,Armed Forces and National Security,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0.0272,0.0221,0.0249,115,International Affairs,Republican,FL
0,0.0204,0.0046,115,None reported,Republican,FL
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.0522,0.0241,0.0475,114,Crime and Law Enforcement,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0646,0.0261,0.0602,114,International Affairs,Republican,SD
0.1262,0.0265,0.0998,114,Native Americans,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0646,0.0261,0.0602,114,International Affairs,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0619,0.0241,0.0528,114,Armed Forces and National Security,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.0098,0.0241,0.0149,114,Finance and Financial Sector,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0,0.0146,0.0037,115,Taxation,Republican,SD
0.0066,0.0204,0.0082,115,Housing and Community Development,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.0038,0.0204,0.0062,115,Finance and Financial Sector,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.002,0.0204,0.0048,115,Labor and Employment,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.0064,0.0204,0.0079,115,Environmental Protection,Republican,SD
0.0057,0.0204,0.0119,115,Agriculture and Food,Republican,SD
0.0038,0.0204,0.0062,115,Finance and Financial Sector,Republican,SD
0.0532,0.0225,0.0437,115,Native Americans,Republican,SD
0.0038,0.0204,0.0062,115,Finance and Financial Sector,Republican,SD
0.0038,0.0204,0.0062,115,Finance and Financial Sector,Republican,SD
0.021,0.0204,0.0201,115,Crime and Law Enforcement,Republican,SD
0.0532,0.0225,0.0437,115,Native Americans,Republican,SD
0.0463,0.0483,0.0418,115,Government Operations and Politics,Republican,SD
0.0038,0.0204,0.0062,115,Finance and Financial Sector,Republican,SD
0.025,0.0204,0.0224,115,Armed Forces and National Security,Republican,SD
0.0064,0.0229,0.0113,113,Finance and Financial Sector,Independent,VT
0.023,0.0229,0.0252,113,Health,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0033,0.0229,0.0088,113,Labor and Employment,Independent,VT
0.0085,0.0229,0.0127,113,Energy,Independent,VT
0.0266,0.0229,0.0276,113,Public Lands and Natural Resources,Independent,VT
0.023,0.0229,0.0252,113,Health,Independent,VT
0.023,0.0229,0.0252,113,Health,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.0408,0.0229,0.0405,113,Armed Forces and National Security,Independent,VT
0.023,0.0229,0.0252,113,Health,Independent,VT
0.0085,0.0229,0.0127,113,Energy,Independent,VT
0.023,0.0229,0.0252,113,Health,Independent,VT
